,Data,prod_dia,productivity,CF,Irrad_pv2(Wh/m2),PR
0,2020-01-01,15.8,4.051282051282052,16.88034188034188,4.138599509795292,97.89016892534356
1,2020-01-02,7.4,1.8974358974358976,7.905982905982906,1.8451825736368226,102.83187824043257
2,2020-01-03,19.1,4.897435897435898,20.40598290598291,5.243218555564823,93.4051450561424
3,2020-01-04,17.1,4.384615384615385,18.269230769230774,4.832230979709469,90.73687501748941
4,2020-01-05,16.2,4.153846153846154,17.30769230769231,4.697412001207984,88.42839744050454
5,2020-01-06,16.8,4.307692307692308,17.94871794871795,5.115677366700009,84.20570725849134
6,2020-01-07,17.0,4.3589743589743595,18.162393162393162,4.571586488744043,95.34927031801394
7,2020-01-08,8.8,2.256410256410257,9.401709401709404,2.2804663451574503,98.94512414979172
8,2020-01-09,8.7,2.230769230769231,9.294871794871794,2.3467412742831844,95.058166625148
9,2020-01-10,16.6,4.256410256410257,17.73504273504274,4.587193612038065,92.78898203119789
10,2020-01-11,18.5,4.743589743589744,19.764957264957268,4.611434462601563,102.865817178146
11,2020-01-12,19.9,5.102564102564102,21.260683760683758,5.735424051405293,88.96576882251404
12,2020-01-13,17.6,4.512820512820514,18.803418803418808,5.000228931020778,90.25227794718668
13,2020-01-14,12.8,3.2820512820512824,13.675213675213676,3.504103541293646,93.6630793974659
14,2020-01-15,10.3,2.6410256410256414,11.004273504273504,3.2890074983544495,80.29855943919236
15,2020-01-16,18.1,4.641025641025641,19.33760683760684,5.438030873170662,85.34386341796687
16,2020-01-17,16.0,4.102564102564103,17.094017094017094,3.808442442439017,107.7228857878373
17,2020-01-18,16.7,4.282051282051282,17.841880341880344,3.343577084498417,128.06796953788935
18,2020-01-19,18.5,4.743589743589744,19.764957264957268,4.866101757870515,97.48233760047006
19,2020-01-20,18.7,4.794871794871795,19.97863247863248,5.32869799450443,89.98205189742075
20,2020-01-21,20.0,5.128205128205129,21.36752136752137,5.418521969262163,94.64213963320763
21,2020-01-22,10.1,2.58974358974359,10.790598290598291,4.916631201994315,52.673130917224825
22,2020-01-23,16.4,4.205128205128205,17.52136752136752,4.4844190460151445,93.77197273445896
23,2020-01-24,19.4,4.9743589743589745,20.726495726495724,5.223875685102483,95.22353276026297
24,2020-01-25,17.4,4.461538461538462,18.589743589743588,5.161502536929838,86.43875363068739
25,2020-01-26,9.6,2.4615384615384617,10.256410256410257,2.4791804432099904,99.28839460960387
26,2020-01-27,14.2,3.641025641025641,15.170940170940172,4.289634400592275,84.87962611738939
27,2020-01-28,16.2,4.153846153846154,17.30769230769231,4.847312331321485,85.6938003975024
28,2020-01-29,19.7,5.051282051282051,21.04700854700855,5.556080495982508,90.91448647899419
29,2020-01-30,15.9,4.0769230769230775,16.98717948717949,3.9570145067240734,103.0302787618101
30,2020-01-31,1.4,0.358974358974359,1.4957264957264957,0.38364743851381644,93.56881421259146
31,2020-02-01,14.9,3.8205128205128207,15.918803418803419,4.530244215461917,84.33348488086463
32,2020-02-02,17.5,4.487179487179487,18.6965811965812,4.484169995862572,100.06711367587965
33,2020-02-03,14.6,3.7435897435897436,15.5982905982906,5.0538853351628115,74.07349979912323
34,2020-02-04,11.8,3.025641025641026,12.606837606837608,3.618832499676462,83.60820861179761
35,2020-02-05,9.6,2.4615384615384617,10.256410256410257,2.537015349849545,97.02497313169353
36,2020-02-06,10.9,2.794871794871795,11.645299145299147,3.345763189027577,83.53465672757626
37,2020-02-07,14.4,3.6923076923076925,15.384615384615385,4.950280603010204,74.58784639526183
38,2020-02-08,17.6,4.512820512820514,18.803418803418808,4.743375532069057,95.1394314515095
39,2020-02-09,19.5,5.0,20.833333333333336,4.961294140203249,100.7801565217249
40,2020-02-10,12.4,3.1794871794871797,13.247863247863249,4.504343032321543,70.58714570964788
41,2020-02-11,16.9,4.333333333333333,18.055555555555554,5.2473693866954845,82.58106136610743
42,2020-02-12,14.6,3.7435897435897436,15.5982905982906,5.389604516124053,69.4594516608791
43,2020-02-13,3.0,0.7692307692307693,3.2051282051282053,1.0936608529677048,70.33540307705285
44,2020-02-14,13.7,3.5128205128205128,14.636752136752138,3.3998346755627873,103.32327445419159
45,2020-02-15,11.7,3.0,12.5,3.045519773490259,98.50535288306166
46,2020-02-16,14.8,3.794871794871795,15.811965811965813,3.470288107391043,109.3532201775827
47,2020-02-17,8.6,2.2051282051282053,9.18803418803419,3.015633793345105,73.12320912421389
48,2020-02-18,8.0,2.0512820512820515,8.547008547008547,2.457125696385096,83.48299211146917
49,2020-02-19,12.8,3.2820512820512824,13.675213675213676,3.536175625797404,92.8135825072654
50,2020-02-20,11.6,2.9743589743589745,12.393162393162394,3.1568450510934656,94.21935274677857
51,2020-02-21,14.0,3.58974358974359,14.957264957264957,3.8506978986114104,93.22319445101309
52,2020-02-22,4.9,1.2564102564102566,5.235042735042736,1.3408566527655752,93.70205635470845
53,2020-02-23,12.5,3.2051282051282053,13.354700854700855,3.8233577602337614,83.83019340916302
54,2020-02-24,17.4,4.461538461538462,18.589743589743588,4.7352122321425885,94.22045396938218
55,2020-02-25,12.0,3.076923076923077,12.820512820512821,3.5289531802883416,87.19081607854231
56,2020-02-26,14.2,3.641025641025641,15.170940170940172,3.6457298819532395,99.87096573032234
57,2020-02-27,15.0,3.8461538461538463,16.025641025641026,4.635675313783952,82.96857708557582
58,2020-02-28,17.9,4.589743589743589,19.12393162393162,4.79041827978878,95.81091507412086
59,2020-02-29,16.3,4.17948717948718,17.414529914529915,4.172747010156327,100.1615283484584
60,2020-03-01,9.2,2.358974358974359,9.829059829059828,3.4615713634026535,68.14750040731606
61,2020-03-02,15.9,4.0769230769230775,16.98717948717949,3.8736381551816566,105.24790684100145
62,2020-03-03,17.7,4.538461538461538,18.910256410256412,4.774285384455252,95.06054148414461
63,2020-03-04,10.4,2.666666666666667,11.111111111111112,3.167083766294986,84.19943593049538
64,2020-03-05,15.1,3.871794871794872,16.132478632478634,4.298185111752838,90.0797609020594
65,2020-03-06,15.4,3.948717948717949,16.452991452991455,4.746225769409245,83.19701043655662
66,2020-03-07,7.7,1.9743589743589745,8.226495726495727,1.8239303206997561,108.24750002519318
67,2020-03-08,16.5,4.230769230769231,17.628205128205128,4.302003875883681,98.34415200056468
68,2020-03-09,15.3,3.9230769230769234,16.346153846153847,3.878038035690447,101.16138333280833
69,2020-03-10,10.9,2.794871794871795,11.645299145299147,3.540852227972572,78.93217832680038
70,2020-03-11,15.3,3.9230769230769234,16.346153846153847,3.6406658684273094,107.75712643938976
71,2020-03-12,7.0,1.794871794871795,7.478632478632479,1.9439723426049633,92.33010961805297
72,2020-03-13,5.2,1.3333333333333335,5.555555555555556,1.464855799545091,91.02147349571189
73,2020-03-14,15.5,3.9743589743589745,16.55982905982906,3.6368194318821074,109.281174080787
74,2020-03-15,11.4,2.9230769230769234,12.17948717948718,3.0371074237728846,96.24542418870698
75,2020-03-16,15.6,4.0,16.666666666666668,3.7561419762534,106.49224723900981
76,2020-03-17,17.3,4.435897435897436,18.482905982905983,4.539929487130685,97.70850953680782
77,2020-03-18,17.0,4.3589743589743595,18.162393162393162,5.678751377568301,76.75938017277518
78,2020-03-19,19.2,4.923076923076923,20.512820512820515,4.42492380692288,111.25789138729739
79,2020-03-20,17.1,4.384615384615385,18.269230769230774,4.8647181474302945,90.13092334920748
80,2020-03-21,17.7,4.538461538461538,18.910256410256412,3.8880553733934775,116.72831538148566
81,2020-03-22,21.4,5.487179487179487,22.863247863247864,4.858685606942043,112.93547125871775
82,2020-03-23,21.7,5.564102564102564,23.183760683760685,3.7066364031770287,150.11190629146859
83,2020-03-24,16.2,4.153846153846154,17.30769230769231,3.381488004424351,122.84077744505515
84,2020-03-25,14.1,3.6153846153846154,15.064102564102566,3.5134844179311195,102.90026040626356
85,2020-03-26,14.4,3.6923076923076925,15.384615384615385,3.030659800228679,121.83181009063071
86,2020-03-27,15.7,4.0256410256410255,16.773504273504276,4.270153168897024,94.27392569809959
87,2020-03-28,18.8,4.820512820512821,20.085470085470085,4.992231664171581,96.56027894516278
88,2020-03-29,20.5,5.256410256410256,21.901709401709404,5.39109881506338,97.50164923193789
89,2020-03-30,3.7,0.9487179487179488,3.952991452991453,1.322676014568854,71.72716056450132
90,2020-03-31,9.6,2.4615384615384617,10.256410256410257,2.117892145532639,116.2258647934783
91,2020-04-01,12.2,3.128205128205128,13.034188034188036,3.1801727191194735,98.36588778332977
92,2020-04-02,19.3,4.948717948717949,20.61965811965812,4.672866756059581,105.90325397788533
93,2020-04-03,18.4,4.717948717948718,19.658119658119656,4.373093768151938,107.88583479065245
94,2020-04-04,7.2,1.8461538461538463,7.6923076923076925,1.5934208600912239,115.8610315951401
95,2020-04-05,18.6,4.76923076923077,19.871794871794876,4.492305623613014,106.16443245005746
96,2020-04-06,17.0,4.3589743589743595,18.162393162393162,4.191066009385126,104.00633989570277
97,2020-04-07,17.8,4.564102564102565,19.017094017094017,4.705630645810116,96.99236739216735
98,2020-04-08,20.4,5.230769230769231,21.794871794871792,5.013649950168974,104.33056321758043
99,2020-04-09,11.9,3.0512820512820515,12.713675213675215,2.3616289198371803,129.20243420344033
100,2020-04-10,17.4,4.461538461538462,18.589743589743588,4.299790099340161,103.76177344617642
101,2020-04-11,12.4,3.1794871794871797,13.247863247863249,3.3923631806422625,93.72484637347172
102,2020-04-12,20.1,5.153846153846154,21.474358974358978,5.225231623555843,98.63383147671624
103,2020-04-13,13.7,3.5128205128205128,14.636752136752138,2.9617006668739165,118.60822236733007
104,2020-04-14,17.5,4.487179487179487,18.6965811965812,5.350226969419818,83.86895570649182
105,2020-04-15,12.3,3.153846153846154,13.141025641025642,2.616545264813982,120.53474465959106
106,2020-04-16,9.7,2.4871794871794872,10.363247863247862,2.6169603480357706,95.04077847592556
107,2020-04-17,11.5,2.948717948717949,12.286324786324787,2.3482079009639847,125.57312099611978
108,2020-04-18,13.3,3.4102564102564106,14.20940170940171,4.178419812022065,81.61593529794422
109,2020-04-19,20.1,5.153846153846154,21.474358974358978,4.818339533576045,106.96311702262098
110,2020-04-20,19.9,5.102564102564102,21.260683760683758,4.525456924485978,112.75246207638304
111,2020-04-21,2.8,0.717948717948718,2.9914529914529915,0.8705675429648663,82.46904260910316
112,2020-04-22,14.0,3.58974358974359,14.957264957264957,4.026416394368594,89.15480263701139
113,2020-04-23,14.4,3.6923076923076925,15.384615384615385,4.167184897344973,88.60436441541535
114,2020-04-24,9.6,2.4615384615384617,10.256410256410257,2.64596081785335,93.03004205237971
115,2020-04-25,8.6,2.2051282051282053,9.18803418803419,1.999648817188052,110.27577373456519
116,2020-04-26,10.1,2.58974358974359,10.790598290598291,2.75100450477101,94.13810792575045
117,2020-04-27,7.4,1.8974358974358976,7.905982905982906,1.8159883982009453,104.48502310453306
118,2020-04-28,15.2,3.8974358974358974,16.239316239316242,3.7314860425439464,104.44728596060389
119,2020-04-29,17.5,4.487179487179487,18.6965811965812,3.8030463626502122,117.98908189098505
120,2020-04-30,16.5,4.230769230769231,17.628205128205128,3.7105935284243925,114.01866570294261
121,2020-05-01,9.9,2.5384615384615388,10.576923076923078,2.923596041979685,86.82668542479774
122,2020-05-02,20.8,5.333333333333334,22.222222222222225,4.900055552619362,108.84230344046529
123,2020-05-03,19.8,5.0769230769230775,21.153846153846157,4.7375643694065195,107.16314715865423
